1,80,189,146.259871,465468100.568297,11,95,41.276113,298105152.063381,12,129,34.878727,548867883.106835
1,59,204,132.087187,574575455.007260,5,119,33.994939,472123931.180469,0,139,26.974997,960643978.541231
1,80,219,140.534686,494096191.008184,10,137,41.158330,379392076.533748,8,159,33.597477,629842832.542617
1,68,204,135.762224,541657267.703855,0,116,36.588807,405883185.289327,0,141,28.065505,818743529.605182
1,79,198,136.846816,606359527.631380,0,108,36.621818,400489228.681949,4,128,30.446251,756168402.911616
1,62,218,136.384469,531154869.322131,0,127,35.155166,394195315.721957,0,149,26.542514,829346047.158588
1,78,189,141.741575,482373129.270027,11,118,47.400436,425826731.627219,13,139,41.170003,570534342.867439
2,80,215,141.370015,745262171.132954,12,151,41.992855,384048915.204135,7,139,35.405004,729514132.573058
2,80,193,139.948660,868638634.241337,9,95,37.214915,514424477.713088,4,123,33.189849,1173111865.704478
2,60,204,139.508373,740212173.762106,0,130,40.965565,402563515.597158,7,157,36.268992,797997492.664843
2,72,207,139.525278,752874849.907245,7,115,38.075332,394887038.098162,2,140,32.812456,862424328.096443
2,80,189,140.612731,735257244.455307,11,92,38.793886,338076865.449575,7,112,34.052393,647244459.219477
2,64,214,137.872245,693434983.917267,0,123,36.037371,367355896.579352,0,145,31.439308,889193664.341214
2,78,201,142.829238,761382047.297527,15,108,48.104567,438847249.991239,11,129,42.937081,630127108.114702
3,69,203,149.233770,1049745922.472906,0,114,36.689935,398522894.909013,0,140,42.155453,1048068736.071299
3,56,207,154.321128,979651607.151844,0,128,37.769894,385123507.977403,0,147,45.257875,1074853845.631950
3,65,201,150.099138,992068357.576255,0,108,38.961944,342097684.593911,4,129,44.316059,885702143.856636
3,80,196,150.273792,1055799149.305092,7,95,36.373470,362946323.011197,5,129,43.657872,1073261332.437560
3,68,206,150.981020,1016497751.510747,0,108,37.392990,332696986.251238,4,131,44.146516,921977136.211424
3,80,198,150.372224,841578322.486047,10,86,35.986580,302305647.788224,8,114,39.668750,872106726.655610
3,80,200,151.527407,920566860.541010,13,131,45.447853,369877895.573338,13,151,50.217367,755319648.332961
4,74,215,153.084318,569660913.958474,6,121,39.024934,320428573.737390,12,142,37.134793,598593818.376266
4,80,212,143.333529,756200432.780232,6,125,33.475130,448769245.150269,4,146,31.162822,1003259511.083686
4,79,220,150.456289,640656746.823363,5,137,39.715954,354819462.334657,7,158,37.298066,695420711.367351
4,64,209,146.469403,727110189.984750,0,128,34.763251,401581799.656756,5,136,33.854620,857223426.344568
4,69,209,146.360523,717849908.667418,6,113,35.615588,417498686.002405,8,138,34.376165,852235155.911135
4,71,206,146.299086,661775324.743200,1,119,33.661507,395879468.230461,5,141,31.935459,898370499.365509
4,80,193,149.316339,544830544.552567,9,105,45.152934,394826794.749632,16,129,44.646722,550645149.738098
5,80,191,162.284503,374097001.445816,6,80,37.465912,260431879.693796,13,113,51.160843,526261943.898986
5,71,206,163.577427,380890379.360577,0,124,37.092178,308485748.169074,4,146,50.996742,564680148.338078
5,69,200,160.541858,397269317.633339,0,102,39.656911,279493296.747009,0,129,52.280386,496975780.578477
5,80,207,158.581569,454203580.555537,2,86,33.302664,370292062.406292,13,131,51.514306,1320588625.638737
5,80,192,163.401732,368857190.078010,7,79,38.060417,256439683.741841,16,111,52.625581,416349183.339566
5,63,208,159.063083,393373643.252192,0,95,34.445016,347102289.381452,6,121,47.075587,677215049.522498
5,70,195,159.746212,400017168.767776,9,109,43.663375,290143248.443194,18,133,56.453624,428664472.046981
6,80,205,133.966308,1239699900.660282,12,87,39.337364,387193306.766884,10,121,36.733278,805085968.925220
6,62,208,129.940326,1077158078.372941,0,136,33.598055,387493805.791643,2,162,33.519997,1007021809.155195
6,74,205,126.833440,1144194178.194806,8,131,36.268457,424307619.964690,7,148,35.818174,986327156.966757
6,80,195,127.178670,962500707.520382,9,83,33.896299,360829864.780236,5,114,33.815614,909285040.157377
6,77,226,130.891023,1098456812.661605,8,103,35.862772,357055293.641106,8,140,34.952445,846392644.958451
6,54,234,135.504330,987531294.029750,0,157,35.791781,341654877.444688,4,187,32.846627,866681407.542467
6,80,188,129.065228,1031741438.821116,14,94,42.349646,411313192.943677,12,123,41.967332,815863097.479137
7,60,207,153.511806,734155385.167682,0,117,35.459739,379300628.916455,3,139,50.042703,880085359.869358
7,64,204,149.332570,778618364.250108,0,148,33.198496,409143595.948839,3,174,48.669659,934901407.962631
