80,189,146.259871,465468100.568297,11,95,41.276113,298105152.063381,12,129,34.878727,548867883.106835
59,204,132.087187,574575455.007260,5,119,33.994939,472123931.180469,0,139,26.974997,960643978.541231
80,219,140.534686,494096191.008184,10,137,41.158330,379392076.533748,8,159,33.597477,629842832.542617
68,204,135.762224,541657267.703855,0,116,36.588807,405883185.289327,0,141,28.065505,818743529.605182
79,198,136.846816,606359527.631380,0,108,36.621818,400489228.681949,4,128,30.446251,756168402.911616
62,218,136.384469,531154869.322131,0,127,35.155166,394195315.721957,0,149,26.542514,829346047.158588
78,189,141.741575,482373129.270027,11,118,47.400436,425826731.627219,13,139,41.170003,570534342.867439
